"Country_Code","Series_Code","Country_Name","Series_Name"
"6023","Employee_Division","6023","Employee_Division"
"6513","Employee_Division","6513","Employee_Division"
"7881","Employee_Division","7881","Employee_Division"
"10012","Employee_Division","10012","Employee_Division"
"10249","Employee_Division","10249","Employee_Division"
"10765","Employee_Division","10765","Employee_Division"
"10980","Employee_Division","10980","Employee_Division"
"11462","Employee_Division","11462","Employee_Division"
"11686","Employee_Division","11686","Employee_Division"
"12096","Employee_Division","12096","Employee_Division"
"12220","Employee_Division","12220","Employee_Division"
"12307","Employee_Division","12307","Employee_Division"
"12349","Employee_Division","12349","Employee_Division"
"12846","Employee_Division","12846","Employee_Division"
"13076","Employee_Division","13076","Employee_Division"
"13211","Employee_Division","13211","Employee_Division"
"13379","Employee_Division","13379","Employee_Division"
"13784","Employee_Division","13784","Employee_Division"
"13819","Employee_Division","13819","Employee_Division"
"14463","Employee_Division","14463","Employee_Division"
"14887","Employee_Division","14887","Employee_Division"
"14932","Employee_Division","14932","Employee_Division"
"15053","Employee_Division","15053","Employee_Division"
"15072","Employee_Division","15072","Employee_Division"
"15358","Employee_Division","15358","Employee_Division"
"15643","Employee_Division","15643","Employee_Division"
"15748","Employee_Division","15748","Employee_Division"
"15795","Employee_Division","15795","Employee_Division"
"16158","Employee_Division","16158","Employee_Division"
"16181","Employee_Division","16181","Employee_Division"
"16245","Employee_Division","16245","Employee_Division"
"16374","Employee_Division","16374","Employee_Division"
"16738","Employee_Division","16738","Employee_Division"
"16765","Employee_Division","16765","Employee_Division"
"16818","Employee_Division","16818","Employee_Division"
"16970","Employee_Division","16970","Employee_Division"
"17206","Employee_Division","17206","Employee_Division"
"17224","Employee_Division","17224","Employee_Division"
"17443","Employee_Division","17443","Employee_Division"
"17509","Employee_Division","17509","Employee_Division"
"17613","Employee_Division","17613","Employee_Division"
"17628","Employee_Division","17628","Employee_Division"
"17753","Employee_Division","17753","Employee_Division"
"17757","Employee_Division","17757","Employee_Division"
"17872","Employee_Division","17872","Employee_Division"
"17880","Employee_Division","17880","Employee_Division"
"18098","Employee_Division","18098","Employee_Division"
"18132","Employee_Division","18132","Employee_Division"
"18266","Employee_Division","18266","Employee_Division"
"18454","Employee_Division","18454","Employee_Division"
"18456","Employee_Division","18456","Employee_Division"
"18553","Employee_Division","18553","Employee_Division"
"18862","Employee_Division","18862","Employee_Division"
"18937","Employee_Division","18937","Employee_Division"
"19136","Employee_Division","19136","Employee_Division"
"19232","Employee_Division","19232","Employee_Division"
"19326","Employee_Division","19326","Employee_Division"
"19420","Employee_Division","19420","Employee_Division"
"19526","Employee_Division","19526","Employee_Division"
"19655","Employee_Division","19655","Employee_Division"
"19694","Employee_Division","19694","Employee_Division"
"19920","Employee_Division","19920","Employee_Division"
"19971","Employee_Division","19971","Employee_Division"
"19996","Employee_Division","19996","Employee_Division"
"20002","Employee_Division","20002","Employee_Division"
"20048","Employee_Division","20048","Employee_Division"
"20242","Employee_Division","20242","Employee_Division"
"20255","Employee_Division","20255","Employee_Division"
"20299","Employee_Division","20299","Employee_Division"
"20349","Employee_Division","20349","Employee_Division"
"20487","Employee_Division","20487","Employee_Division"
"20542","Employee_Division","20542","Employee_Division"
"20564","Employee_Division","20564","Employee_Division"
"20717","Employee_Division","20717","Employee_Division"
"20751","Employee_Division","20751","Employee_Division"
"20770","Employee_Division","20770","Employee_Division"
"20773","Employee_Division","20773","Employee_Division"
"20996","Employee_Division","20996","Employee_Division"
"21058","Employee_Division","21058","Employee_Division"
"21062","Employee_Division","21062","Employee_Division"
"21155","Employee_Division","21155","Employee_Division"
"21387","Employee_Division","21387","Employee_Division"
"21405","Employee_Division","21405","Employee_Division"
"21414","Employee_Division","21414","Employee_Division"
"21644","Employee_Division","21644","Employee_Division"
"21723","Employee_Division","21723","Employee_Division"
"21907","Employee_Division","21907","Employee_Division"
"22123","Employee_Division","22123","Employee_Division"
"22137","Employee_Division","22137","Employee_Division"
"22278","Employee_Division","22278","Employee_Division"
"22351","Employee_Division","22351","Employee_Division"
"22436","Employee_Division","22436","Employee_Division"
"22444","Employee_Division","22444","Employee_Division"
"22494","Employee_Division","22494","Employee_Division"
"22570","Employee_Division","22570","Employee_Division"
"22601","Employee_Division","22601","Employee_Division"
"22704","Employee_Division","22704","Employee_Division"
"22784","Employee_Division","22784","Employee_Division"
"22876","Employee_Division","22876","Employee_Division"
"23026","Employee_Division","23026","Employee_Division"
"23157","Employee_Division","23157","Employee_Division"
"23160","Employee_Division","23160","Employee_Division"
"51681","Employee_Division","51681","Employee_Division"
"51868","Employee_Division","51868","Employee_Division"
"52143","Employee_Division","52143","Employee_Division"
"53529","Employee_Division","53529","Employee_Division"
"55645","Employee_Division","55645","Employee_Division"
"63316","Employee_Division","63316","Employee_Division"
"63401","Employee_Division","63401","Employee_Division"
"63785","Employee_Division","63785","Employee_Division"
"63793","Employee_Division","63793","Employee_Division"
"63856","Employee_Division","63856","Employee_Division"
"64224","Employee_Division","64224","Employee_Division"
"64481","Employee_Division","64481","Employee_Division"
"71475","Employee_Division","71475","Employee_Division"
"71737","Employee_Division","71737","Employee_Division"
"71739","Employee_Division","71739","Employee_Division"
"72707","Employee_Division","72707","Employee_Division"
"73169","Employee_Division","73169","Employee_Division"
"73189","Employee_Division","73189","Employee_Division"
"73227","Employee_Division","73227","Employee_Division"
"73290","Employee_Division","73290","Employee_Division"
"73463","Employee_Division","73463","Employee_Division"
"73475","Employee_Division","73475","Employee_Division"
"73801","Employee_Division","73801","Employee_Division"
"74244","Employee_Division","74244","Employee_Division"
"75830","Employee_Division","75830","Employee_Division"
"75867","Employee_Division","75867","Employee_Division"
"76090","Employee_Division","76090","Employee_Division"
"76141","Employee_Division","76141","Employee_Division"
"76235","Employee_Division","76235","Employee_Division"
"76300","Employee_Division","76300","Employee_Division"
"76357","Employee_Division","76357","Employee_Division"
"76479","Employee_Division","76479","Employee_Division"
"77194","Employee_Division","77194","Employee_Division"
"77865","Employee_Division","77865","Employee_Division"
"77967","Employee_Division","77967","Employee_Division"
"78016","Employee_Division","78016","Employee_Division"
"78050","Employee_Division","78050","Employee_Division"
"80047","Employee_Division","80047","Employee_Division"
"80601","Employee_Division","80601","Employee_Division"
"80731","Employee_Division","80731","Employee_Division"
"80879","Employee_Division","80879","Employee_Division"
"81070","Employee_Division","81070","Employee_Division"
"81133","Employee_Division","81133","Employee_Division"
"81258","Employee_Division","81258","Employee_Division"
"81437","Employee_Division","81437","Employee_Division"
"81644","Employee_Division","81644","Employee_Division"
"81645","Employee_Division","81645","Employee_Division"
"81777","Employee_Division","81777","Employee_Division"
"81884","Employee_Division","81884","Employee_Division"
"82062","Employee_Division","82062","Employee_Division"
"82118","Employee_Division","82118","Employee_Division"
"82606","Employee_Division","82606","Employee_Division"
"82643","Employee_Division","82643","Employee_Division"
"83335","Employee_Division","83335","Employee_Division"
"83602","Employee_Division","83602","Employee_Division"
"83999","Employee_Division","83999","Employee_Division"
"84303","Employee_Division","84303","Employee_Division"
"84567","Employee_Division","84567","Employee_Division"
"85435","Employee_Division","85435","Employee_Division"
"85488","Employee_Division","85488","Employee_Division"
"85555","Employee_Division","85555","Employee_Division"
"85662","Employee_Division","85662","Employee_Division"
"86834","Employee_Division","86834","Employee_Division"
"86930","Employee_Division","86930","Employee_Division"
"87082","Employee_Division","87082","Employee_Division"
"87326","Employee_Division","87326","Employee_Division"
"87340","Employee_Division","87340","Employee_Division"
"87344","Employee_Division","87344","Employee_Division"
"87575","Employee_Division","87575","Employee_Division"
"87596","Employee_Division","87596","Employee_Division"
"87618","Employee_Division","87618","Employee_Division"
"87753","Employee_Division","87753","Employee_Division"
"88190","Employee_Division","88190","Employee_Division"
"88269","Employee_Division","88269","Employee_Division"
"88676","Employee_Division","88676","Employee_Division"
"88748","Employee_Division","88748","Employee_Division"
"89179","Employee_Division","89179","Employee_Division"
"89556","Employee_Division","89556","Employee_Division"
"90177","Employee_Division","90177","Employee_Division"
"90336","Employee_Division","90336","Employee_Division"
"90594","Employee_Division","90594","Employee_Division"
"90717","Employee_Division","90717","Employee_Division"
"90812","Employee_Division","90812","Employee_Division"
"90832","Employee_Division","90832","Employee_Division"
"90947","Employee_Division","90947","Employee_Division"
"90958","Employee_Division","90958","Employee_Division"
"90961","Employee_Division","90961","Employee_Division"
"91190","Employee_Division","91190","Employee_Division"
"91761","Employee_Division","91761","Employee_Division"
"92029","Employee_Division","92029","Employee_Division"
"92091","Employee_Division","92091","Employee_Division"
"92213","Employee_Division","92213","Employee_Division"
"92492","Employee_Division","92492","Employee_Division"
"92705","Employee_Division","92705","Employee_Division"
"93150","Employee_Division","93150","Employee_Division"
"93427","Employee_Division","93427","Employee_Division"
"93517","Employee_Division","93517","Employee_Division"
"94416","Employee_Division","94416","Employee_Division"
"94907","Employee_Division","94907","Employee_Division"
"94912","Employee_Division","94912","Employee_Division"
"94938","Employee_Division","94938","Employee_Division"
"95076","Employee_Division","95076","Employee_Division"
"95456","Employee_Division","95456","Employee_Division"
"95542","Employee_Division","95542","Employee_Division"
"95718","Employee_Division","95718","Employee_Division"
"96289","Employee_Division","96289","Employee_Division"
"96811","Employee_Division","96811","Employee_Division"
"97179","Employee_Division","97179","Employee_Division"
"97543","Employee_Division","97543","Employee_Division"
"97628","Employee_Division","97628","Employee_Division"
"97709","Employee_Division","97709","Employee_Division"
"98151","Employee_Division","98151","Employee_Division"
"98408","Employee_Division","98408","Employee_Division"
"98772","Employee_Division","98772","Employee_Division"
"99289","Employee_Division","99289","Employee_Division"
"99327","Employee_Division","99327","Employee_Division"
"99669","Employee_Division","99669","Employee_Division"
"100147","Employee_Division","100147","Employee_Division"
"100512","Employee_Division","100512","Employee_Division"
"101074","Employee_Division","101074","Employee_Division"
"102460","Employee_Division","102460","Employee_Division"
"102942","Employee_Division","102942","Employee_Division"
"104674","Employee_Division","104674","Employee_Division"
"104826","Employee_Division","104826","Employee_Division"
"104983","Employee_Division","104983","Employee_Division"
"105155","Employee_Division","105155","Employee_Division"
"105480","Employee_Division","105480","Employee_Division"
